clip_id,label,annotated_at
VID_18_004_C02,E,21-05-2026 20:08
VID_18_004_C03,E,21-05-2026 20:08
VID_18_004_C04,E,21-05-2026 20:08
VID_18_004_C05,E,21-05-2026 20:08
VID_18_004_C06,E,21-05-2026 20:08
VID_18_004_C07,E,21-05-2026 20:08
VID_18_004_C08,E,21-05-2026 20:08
VID_18_005_C00,N,21-05-2026 20:08
VID_18_005_C01,N,21-05-2026 20:09
VID_18_005_C02,N,21-05-2026 20:09
VID_18_005_C03,N,21-05-2026 20:09
VID_18_005_C04,N,21-05-2026 20:09
VID_18_005_C05,N,21-05-2026 20:09
VID_18_005_C06,N,21-05-2026 20:09
VID_18_005_C07,N,21-05-2026 20:09
VID_18_005_C08,N,21-05-2026 20:09
VID_18_006_C00,N,21-05-2026 20:09
VID_18_006_C01,N,21-05-2026 20:09
VID_18_006_C02,N,21-05-2026 20:09
VID_18_006_C03,N,21-05-2026 20:09
VID_18_006_C04,N,21-05-2026 20:09
VID_18_006_C05,N,21-05-2026 20:09
VID_18_006_C06,N,21-05-2026 20:09
VID_18_006_C07,N,21-05-2026 20:09
VID_18_006_C08,N,21-05-2026 20:09
VID_18_008_C00,N,21-05-2026 20:09
VID_18_008_C01,N,21-05-2026 20:09
VID_18_008_C02,N,21-05-2026 20:09
VID_18_008_C03,N,21-05-2026 20:09
VID_18_008_C04,N,21-05-2026 20:09
VID_18_008_C05,N,21-05-2026 20:09
VID_18_008_C06,N,21-05-2026 20:09
VID_18_008_C07,N,21-05-2026 20:09
VID_18_009_C00,N,21-05-2026 20:09
VID_18_009_C01,N,21-05-2026 20:09
VID_18_009_C02,N,21-05-2026 20:14
VID_18_009_C03,N,21-05-2026 20:14
VID_18_009_C04,N,21-05-2026 20:14
VID_18_009_C05,N,21-05-2026 20:14
VID_18_009_C06,N,21-05-2026 20:16
VID_18_009_C07,N,21-05-2026 20:16
VID_18_011_C00,E,21-05-2026 20:17
VID_18_011_C01,E,21-05-2026 20:17
VID_18_011_C02,E,21-05-2026 20:18
VID_18_011_C03,E,21-05-2026 20:19
VID_18_011_C04,E,21-05-2026 20:19
VID_18_011_C05,E,21-05-2026 20:19
VID_18_011_C06,E,21-05-2026 20:19
VID_18_011_C07,E,21-05-2026 20:19
VID_18_011_C08,E,21-05-2026 20:20
VID_18_013_C00,S,21-05-2026 20:20
VID_18_013_C01,S,21-05-2026 20:20
VID_18_017_C00,N,21-05-2026 20:21
VID_18_017_C01,N,21-05-2026 20:21
VID_18_017_C02,N,21-05-2026 20:21
VID_18_017_C03,N,21-05-2026 20:21
VID_18_017_C04,N,21-05-2026 20:21
VID_19_001_C00,E,21-05-2026 20:22
VID_19_001_C01,E,21-05-2026 20:22
VID_19_001_C02,E,21-05-2026 20:22
VID_19_001_C03,E,21-05-2026 20:22
VID_19_001_C04,E,21-05-2026 20:22
VID_19_001_C05,E,21-05-2026 20:22
VID_19_001_C06,E,21-05-2026 20:22
VID_19_001_C07,E,21-05-2026 20:22
VID_19_001_C08,E,21-05-2026 20:22
VID_19_002_C00,E,21-05-2026 20:22
VID_19_002_C01,E,21-05-2026 20:22
VID_19_002_C02,E,21-05-2026 20:22
VID_19_002_C03,E,21-05-2026 20:22
VID_19_002_C04,E,21-05-2026 20:22
VID_19_002_C05,E,21-05-2026 20:22
VID_19_002_C06,E,21-05-2026 20:22
VID_19_002_C07,E,21-05-2026 20:22
VID_19_002_C08,E,21-05-2026 20:22
VID_19_003_C00,E,21-05-2026 20:22
VID_19_003_C01,E,21-05-2026 20:22
VID_19_003_C02,E,21-05-2026 20:22
VID_19_003_C03,E,21-05-2026 20:22
VID_19_003_C04,E,21-05-2026 20:22
VID_19_003_C05,E,21-05-2026 20:22
VID_19_003_C06,E,21-05-2026 20:22
VID_19_003_C07,E,21-05-2026 20:22
VID_19_003_C08,E,21-05-2026 20:22
VID_19_004_C00,E,21-05-2026 20:22
VID_19_004_C01,E,21-05-2026 20:22
VID_19_004_C02,E,21-05-2026 20:22
VID_19_004_C03,E,21-05-2026 20:22
VID_19_004_C04,E,21-05-2026 20:22
VID_19_004_C05,E,21-05-2026 20:22
VID_19_004_C06,E,21-05-2026 20:25
VID_19_004_C07,E,21-05-2026 20:25
VID_19_004_C08,E,21-05-2026 20:25
VID_19_005_C00,E,21-05-2026 20:25
VID_19_005_C01,E,21-05-2026 20:25
VID_19_005_C02,E,21-05-2026 20:25
VID_19_005_C03,E,21-05-2026 20:25
VID_19_005_C04,E,21-05-2026 20:25
VID_19_005_C05,E,21-05-2026 20:25
VID_19_005_C06,E,21-05-2026 20:25
VID_19_005_C07,E,21-05-2026 20:25
VID_19_006_C00,E,21-05-2026 20:26
VID_19_006_C01,E,21-05-2026 20:26
VID_19_006_C02,E,21-05-2026 20:26
VID_19_006_C03,N,21-05-2026 20:27
VID_19_006_C04,N,21-05-2026 20:27
VID_19_006_C05,N,21-05-2026 20:27
VID_19_006_C06,N,21-05-2026 20:27
VID_19_006_C07,N,21-05-2026 20:27
VID_19_006_C08,N,21-05-2026 20:27
VID_19_007_C00,E,21-05-2026 20:30
VID_19_007_C01,S,21-05-2026 20:30
VID_19_007_C02,N,21-05-2026 20:30
VID_19_007_C03,N,21-05-2026 20:30
VID_19_008_C00,N,21-05-2026 20:30
VID_19_008_C01,N,21-05-2026 20:30
VID_19_008_C02,N,21-05-2026 20:30
VID_19_009_C00,E,21-05-2026 20:30
VID_19_009_C01,E,21-05-2026 20:30
VID_19_009_C02,E,21-05-2026 20:30
VID_19_009_C03,E,21-05-2026 20:32
VID_19_009_C04,E,21-05-2026 20:33
VID_19_009_C05,E,21-05-2026 20:33
VID_19_011_C00,N,21-05-2026 20:33
VID_19_011_C01,N,21-05-2026 20:33
VID_19_011_C02,N,21-05-2026 20:33
VID_19_011_C03,N,21-05-2026 20:34
VID_19_017_C00,N,21-05-2026 20:34
VID_19_017_C01,N,21-05-2026 20:34
VID_19_017_C02,N,21-05-2026 20:34
VID_19_019_C00,E,21-05-2026 20:34
VID_19_019_C01,E,21-05-2026 20:34
VID_19_019_C02,N,21-05-2026 20:34
VID_19_019_C03,N,21-05-2026 20:35
VID_19_019_C04,E,21-05-2026 20:38
VID_19_019_C05,E,21-05-2026 20:38
VID_2_001_C00,E,21-05-2026 20:38
VID_2_001_C01,E,21-05-2026 20:38
VID_2_001_C02,E,21-05-2026 20:38
VID_2_001_C03,E,21-05-2026 20:38
VID_2_001_C04,E,21-05-2026 20:39
VID_2_001_C05,E,21-05-2026 20:39
VID_2_001_C06,E,21-05-2026 20:39
VID_2_002_C00,S,21-05-2026 20:39
VID_2_002_C01,S,21-05-2026 20:39
VID_2_002_C02,S,21-05-2026 20:39
VID_2_002_C03,S,21-05-2026 20:39
VID_2_002_C04,S,21-05-2026 20:39
VID_2_002_C05,S,21-05-2026 20:39
VID_2_002_C06,S,21-05-2026 20:39
VID_2_003_C00,E,21-05-2026 20:40
VID_2_003_C01,E,21-05-2026 20:40
VID_2_003_C02,E,21-05-2026 20:40
VID_2_003_C03,E,21-05-2026 20:40
VID_2_003_C04,E,21-05-2026 20:40
VID_2_003_C05,E,21-05-2026 20:40
VID_2_003_C06,E,21-05-2026 20:40
VID_2_004_C00,N,21-05-2026 20:40
VID_2_004_C01,N,21-05-2026 20:40
VID_2_004_C02,N,21-05-2026 20:40
VID_2_004_C03,N,21-05-2026 20:40
VID_2_004_C04,N,21-05-2026 20:40
VID_2_004_C05,N,21-05-2026 20:40
VID_2_004_C06,N,21-05-2026 20:40
VID_2_005_C00,E,21-05-2026 20:41
VID_2_005_C01,E,21-05-2026 20:41
VID_2_005_C02,E,21-05-2026 20:41
VID_2_005_C03,E,21-05-2026 20:41
VID_2_005_C04,E,21-05-2026 20:41
VID_2_005_C05,E,21-05-2026 20:41
VID_2_005_C06,E,21-05-2026 20:41
VID_2_007_C00,E,21-05-2026 20:41
VID_2_007_C01,E,21-05-2026 20:41
VID_2_007_C02,E,21-05-2026 20:41
VID_2_007_C03,E,21-05-2026 20:41
VID_2_008_C00,N,21-05-2026 20:42
VID_2_008_C01,N,21-05-2026 20:42
VID_2_008_C02,S,21-05-2026 20:42
VID_2_008_C03,N,21-05-2026 20:43
VID_2_008_C04,N,21-05-2026 20:43
VID_2_009_C00,S,21-05-2026 20:43
VID_2_014_C00,E,21-05-2026 20:43
VID_2_014_C01,E,21-05-2026 20:43
VID_2_014_C02,E,21-05-2026 20:43
VID_2_014_C03,E,21-05-2026 20:43
VID_2_014_C04,E,21-05-2026 20:43
VID_2_014_C05,E,21-05-2026 20:44
VID_2_015_C00,E,21-05-2026 20:45
VID_2_015_C01,E,21-05-2026 20:45
VID_2_015_C02,E,21-05-2026 20:45
VID_2_015_C03,E,21-05-2026 20:45
VID_2_018_C00,S,21-05-2026 20:45
VID_2_018_C01,S,21-05-2026 20:45
VID_2_019_C00,E,21-05-2026 20:45
VID_2_019_C01,E,21-05-2026 20:45
VID_2_023_C00,N,21-05-2026 20:46
VID_20_001_C00,E,21-05-2026 20:47
VID_20_001_C01,E,21-05-2026 20:47
VID_20_001_C02,E,21-05-2026 20:47
VID_20_001_C03,E,21-05-2026 20:47
VID_20_001_C04,E,21-05-2026 20:47
VID_20_001_C05,E,21-05-2026 20:47
VID_20_001_C06,E,21-05-2026 20:47
VID_20_001_C07,E,21-05-2026 20:47
VID_20_001_C08,E,21-05-2026 20:47
VID_20_002_C00,N,21-05-2026 20:48
VID_20_002_C01,E,21-05-2026 20:49
VID_20_002_C02,E,21-05-2026 20:49
VID_20_002_C03,N,21-05-2026 20:49
VID_20_002_C04,N,21-05-2026 20:49
VID_20_002_C05,N,21-05-2026 20:49
VID_20_002_C06,N,21-05-2026 20:49
VID_20_002_C07,N,21-05-2026 20:49
VID_20_002_C08,N,21-05-2026 20:49
VID_20_003_C00,E,21-05-2026 20:49
VID_20_003_C01,E,21-05-2026 20:49
VID_20_003_C02,E,21-05-2026 20:49
VID_20_003_C03,E,21-05-2026 20:49
VID_20_003_C04,E,21-05-2026 20:49
VID_20_003_C05,E,21-05-2026 20:49
VID_20_003_C06,E,21-05-2026 20:49
VID_20_003_C07,E,21-05-2026 20:49
VID_20_003_C08,E,21-05-2026 20:49
VID_20_005_C00,E,21-05-2026 20:50
VID_20_005_C01,E,21-05-2026 20:50
VID_20_005_C02,E,21-05-2026 20:50
VID_20_005_C03,E,21-05-2026 20:50
VID_20_005_C04,E,21-05-2026 20:50
VID_20_005_C05,E,21-05-2026 20:50
VID_20_005_C06,E,21-05-2026 20:50
VID_20_005_C07,E,21-05-2026 20:50
VID_20_005_C08,E,21-05-2026 20:51
VID_20_008_C00,S,21-05-2026 20:52
VID_20_009_C00,N,21-05-2026 20:52
VID_20_009_C01,N,21-05-2026 20:52
VID_20_009_C02,N,21-05-2026 20:52
VID_20_009_C03,N,21-05-2026 20:52
VID_20_009_C04,N,21-05-2026 20:52
VID_20_009_C05,N,21-05-2026 20:52
VID_20_009_C06,N,21-05-2026 20:52
VID_20_009_C07,N,21-05-2026 20:52
VID_20_018_C00,N,21-05-2026 20:55
VID_20_018_C01,N,21-05-2026 20:56
VID_20_019_C00,S,21-05-2026 20:56
VID_20_019_C01,S,21-05-2026 20:56
VID_20_019_C02,S,21-05-2026 20:56
VID_20_019_C03,S,21-05-2026 20:56
VID_21_001_C00,N,21-05-2026 20:56
VID_21_001_C01,N,21-05-2026 20:57
VID_21_001_C02,N,21-05-2026 20:57
VID_21_001_C03,N,21-05-2026 20:57
VID_21_001_C04,N,21-05-2026 20:57
VID_21_001_C05,N,21-05-2026 20:57
VID_21_001_C06,N,21-05-2026 20:57
VID_21_001_C07,N,21-05-2026 20:57
VID_21_001_C08,N,21-05-2026 20:58
VID_21_002_C00,N,21-05-2026 20:58
VID_21_002_C01,N,21-05-2026 20:58
VID_21_002_C02,N,21-05-2026 20:59
VID_21_002_C03,E,21-05-2026 21:00
VID_21_002_C04,E,21-05-2026 21:00
VID_21_002_C05,N,21-05-2026 21:00
VID_21_002_C06,N,21-05-2026 21:00
VID_21_002_C07,N,21-05-2026 21:00
VID_21_002_C08,E,21-05-2026 21:01
VID_21_002_C09,E,21-05-2026 21:01
VID_21_003_C00,E,21-05-2026 21:01
VID_21_003_C01,E,21-05-2026 21:01
VID_21_003_C02,E,21-05-2026 21:01
VID_21_003_C03,E,21-05-2026 21:01
VID_21_003_C04,E,21-05-2026 21:01
VID_21_003_C05,E,21-05-2026 21:01
VID_21_003_C06,E,21-05-2026 21:01
VID_21_003_C07,E,21-05-2026 21:01
VID_21_003_C08,E,21-05-2026 21:01
VID_21_003_C09,E,21-05-2026 21:01
VID_21_004_C00,E,21-05-2026 21:02
VID_21_004_C01,E,21-05-2026 21:02
VID_21_004_C02,E,21-05-2026 21:02
VID_21_004_C03,E,21-05-2026 21:03
VID_21_004_C04,N,21-05-2026 21:03
VID_21_004_C05,N,21-05-2026 21:04
VID_21_004_C06,N,21-05-2026 21:04
VID_21_004_C07,N,21-05-2026 21:04
VID_21_004_C08,N,21-05-2026 21:04
VID_21_004_C09,N,21-05-2026 21:04
VID_21_005_C00,S,21-05-2026 21:06
VID_21_010_C00,N,21-05-2026 21:06
VID_21_010_C01,N,21-05-2026 21:06
VID_21_010_C02,N,21-05-2026 21:06
VID_21_010_C03,N,21-05-2026 21:06
VID_21_010_C04,N,21-05-2026 21:06
VID_21_010_C05,N,21-05-2026 21:06
VID_21_017_C00,E,21-05-2026 21:06
VID_22_001_C00,E,21-05-2026 21:06
VID_22_001_C01,E,21-05-2026 21:06
VID_22_001_C02,E,21-05-2026 21:06
VID_22_001_C03,E,21-05-2026 21:06
VID_22_001_C04,E,21-05-2026 21:06
VID_22_001_C05,E,21-05-2026 21:06
VID_22_001_C06,E,21-05-2026 21:06
VID_22_001_C07,E,21-05-2026 21:06
VID_22_001_C08,E,21-05-2026 21:06
VID_22_002_C00,E,21-05-2026 21:06
VID_22_002_C01,E,21-05-2026 21:06
VID_22_002_C02,E,21-05-2026 21:06
VID_22_002_C03,E,21-05-2026 21:06
VID_22_002_C04,E,21-05-2026 21:06
VID_22_002_C05,E,21-05-2026 21:07
VID_22_002_C06,E,21-05-2026 21:12
VID_22_002_C07,E,21-05-2026 21:13
VID_22_002_C08,E,21-05-2026 21:13
VID_22_003_C00,S,21-05-2026 21:13
VID_22_003_C01,S,21-05-2026 21:13
VID_22_003_C02,S,21-05-2026 21:13
VID_22_003_C03,S,21-05-2026 21:13
VID_22_003_C04,S,21-05-2026 21:13
VID_22_003_C05,S,21-05-2026 21:14
VID_22_003_C06,S,21-05-2026 21:14
VID_22_003_C07,S,21-05-2026 21:14
VID_22_003_C08,S,21-05-2026 21:14
VID_22_004_C00,N,21-05-2026 21:15
VID_22_004_C01,N,21-05-2026 21:15
VID_22_004_C02,N,21-05-2026 21:15
VID_22_004_C03,N,21-05-2026 21:15
VID_22_004_C04,N,21-05-2026 21:15
VID_22_004_C05,N,21-05-2026 21:15
VID_22_004_C06,N,21-05-2026 21:15
VID_22_004_C07,N,21-05-2026 21:17
VID_22_004_C08,N,21-05-2026 21:17
VID_22_005_C00,N,21-05-2026 21:18
VID_22_005_C01,N,21-05-2026 21:18
VID_22_005_C02,N,21-05-2026 21:18
VID_22_006_C00,E,21-05-2026 21:20
VID_22_006_C01,E,21-05-2026 21:20
VID_22_006_C02,E,21-05-2026 21:20
VID_22_006_C03,E,21-05-2026 21:20
VID_22_006_C04,E,21-05-2026 21:20
VID_22_006_C05,E,21-05-2026 21:20
VID_22_006_C06,E,21-05-2026 21:20
VID_22_008_C00,E,21-05-2026 21:21
VID_22_008_C01,E,21-05-2026 21:44
VID_22_008_C02,N,21-05-2026 21:45
VID_22_008_C03,N,21-05-2026 21:45
VID_22_008_C04,N,21-05-2026 21:45
VID_22_008_C05,N,21-05-2026 21:45
VID_22_008_C06,N,21-05-2026 21:45
VID_22_008_C07,N,21-05-2026 21:45
VID_22_008_C08,N,21-05-2026 21:45
VID_22_010_C00,N,21-05-2026 21:45
VID_22_010_C01,N,21-05-2026 21:46
VID_22_010_C02,N,21-05-2026 22:17
VID_22_010_C03,N,21-05-2026 22:17
VID_23_001_C00,N,21-05-2026 22:17
VID_23_001_C01,N,21-05-2026 22:17
VID_23_001_C02,N,21-05-2026 22:17
VID_23_001_C03,N,21-05-2026 22:17
VID_23_001_C04,N,21-05-2026 22:17
VID_23_001_C05,N,21-05-2026 22:17
VID_23_001_C06,N,21-05-2026 22:17
VID_23_001_C07,N,21-05-2026 22:17
VID_23_001_C08,N,21-05-2026 22:17
VID_23_001_C09,N,21-05-2026 22:17
VID_23_001_C10,N,21-05-2026 22:17
VID_23_002_C00,E,21-05-2026 22:17
VID_23_002_C01,E,21-05-2026 22:17
VID_23_002_C02,E,21-05-2026 22:17
VID_23_002_C03,E,21-05-2026 22:19
VID_23_002_C04,E,21-05-2026 22:19
VID_23_002_C05,E,21-05-2026 22:19
VID_23_002_C06,E,21-05-2026 22:19
VID_23_002_C07,E,21-05-2026 22:19
VID_23_002_C08,E,21-05-2026 22:19
VID_23_002_C09,E,21-05-2026 22:19
VID_23_002_C10,E,21-05-2026 22:19
VID_23_003_C00,N,21-05-2026 22:20
VID_23_003_C01,N,21-05-2026 22:20
VID_23_003_C02,N,21-05-2026 22:20
VID_23_003_C03,N,21-05-2026 22:20
VID_23_003_C04,N,21-05-2026 22:21
VID_23_003_C05,N,21-05-2026 22:22
VID_23_003_C06,N,21-05-2026 22:22
VID_23_003_C07,N,21-05-2026 22:22
VID_23_003_C08,N,21-05-2026 22:22
VID_23_003_C09,N,21-05-2026 22:22
VID_23_003_C10,N,21-05-2026 22:23
VID_23_004_C00,N,21-05-2026 22:24
VID_23_004_C01,N,21-05-2026 22:24
VID_23_004_C02,N,21-05-2026 22:24
VID_23_004_C03,N,21-05-2026 22:24
VID_23_004_C04,N,21-05-2026 22:24
VID_23_004_C05,N,21-05-2026 22:24
VID_23_004_C06,N,21-05-2026 22:24
VID_23_004_C07,N,21-05-2026 22:24
VID_23_004_C08,N,21-05-2026 22:24
VID_23_004_C09,N,21-05-2026 22:24
VID_23_004_C10,N,21-05-2026 22:24
VID_23_005_C00,N,21-05-2026 22:24
VID_23_005_C01,N,21-05-2026 22:24
VID_23_005_C02,N,21-05-2026 22:24
VID_23_005_C03,N,21-05-2026 22:24
VID_23_005_C04,N,21-05-2026 22:24
VID_23_005_C05,N,21-05-2026 22:24
VID_23_005_C06,N,21-05-2026 22:24
VID_23_005_C07,N,21-05-2026 22:24
VID_23_005_C08,N,21-05-2026 22:24
VID_23_005_C09,N,21-05-2026 22:24
VID_23_007_C00,E,21-05-2026 22:24
VID_23_007_C01,S,21-05-2026 22:24
VID_23_007_C02,N,21-05-2026 22:25
VID_23_007_C03,N,21-05-2026 22:25
VID_23_007_C04,N,21-05-2026 22:26
VID_23_008_C00,N,21-05-2026 22:27
VID_23_008_C01,N,21-05-2026 22:27
VID_23_008_C02,N,21-05-2026 22:27
VID_23_008_C03,N,21-05-2026 22:27
VID_23_008_C04,N,21-05-2026 22:27
VID_23_008_C05,N,21-05-2026 22:27
VID_23_008_C06,N,21-05-2026 22:27
VID_23_008_C07,N,21-05-2026 22:27
VID_23_018_C00,E,21-05-2026 22:27
VID_23_018_C01,E,21-05-2026 22:27
VID_23_018_C02,E,21-05-2026 22:27
VID_23_018_C03,E,21-05-2026 22:27
VID_23_018_C04,E,21-05-2026 22:27
VID_24_001_C00,E,21-05-2026 22:28
VID_24_001_C01,E,21-05-2026 22:28
VID_24_001_C02,E,21-05-2026 22:28
VID_24_001_C03,E,21-05-2026 22:28
VID_24_001_C04,E,21-05-2026 22:28
VID_24_001_C05,E,21-05-2026 22:28
VID_24_001_C06,E,21-05-2026 22:28
VID_24_001_C07,E,21-05-2026 22:28
VID_24_001_C08,E,21-05-2026 22:28
VID_24_002_C00,E,21-05-2026 22:29
VID_24_002_C01,E,21-05-2026 22:29
VID_24_002_C02,E,21-05-2026 22:29
VID_24_002_C03,E,21-05-2026 22:29
VID_24_002_C04,E,21-05-2026 22:29
VID_24_002_C05,E,21-05-2026 22:29
VID_24_002_C06,E,21-05-2026 22:29
VID_24_002_C07,E,21-05-2026 22:29
VID_24_002_C08,E,21-05-2026 22:29
VID_24_003_C00,E,21-05-2026 22:29
VID_24_003_C01,E,21-05-2026 22:29
VID_24_003_C02,E,21-05-2026 22:29
VID_24_003_C03,E,21-05-2026 22:29
VID_24_003_C04,E,21-05-2026 22:29
VID_24_003_C05,E,21-05-2026 22:29
VID_24_003_C06,E,21-05-2026 22:29
VID_24_003_C07,E,21-05-2026 22:29
VID_24_003_C08,E,21-05-2026 22:29
VID_24_004_C00,E,21-05-2026 22:29
VID_24_004_C01,E,21-05-2026 22:29
VID_24_004_C02,E,21-05-2026 22:29
VID_24_004_C03,E,21-05-2026 22:29
VID_24_004_C04,E,21-05-2026 22:29
VID_24_004_C05,E,21-05-2026 22:29
VID_24_004_C06,E,21-05-2026 22:29
VID_24_004_C07,E,21-05-2026 22:29
VID_24_004_C08,E,21-05-2026 22:29
VID_24_005_C00,E,21-05-2026 22:29
VID_24_005_C01,E,21-05-2026 22:29
VID_24_005_C02,E,21-05-2026 22:29
VID_24_005_C03,E,21-05-2026 22:30
VID_24_005_C04,E,21-05-2026 22:30
VID_24_005_C05,E,21-05-2026 22:30
VID_24_005_C06,E,21-05-2026 22:30
VID_24_006_C00,S,21-05-2026 22:30
VID_25_001_C00,E,21-05-2026 22:30
VID_25_001_C01,E,21-05-2026 22:30
VID_25_001_C02,E,21-05-2026 22:30
VID_25_001_C03,E,21-05-2026 22:30
VID_25_001_C04,E,21-05-2026 22:30
VID_25_001_C05,E,21-05-2026 22:30
VID_25_001_C06,E,21-05-2026 22:30
VID_25_001_C07,E,21-05-2026 22:30
VID_25_001_C08,E,21-05-2026 22:30
VID_25_002_C00,E,21-05-2026 22:30
VID_25_002_C01,E,21-05-2026 22:30
VID_25_002_C02,E,21-05-2026 22:30
VID_25_002_C03,E,21-05-2026 22:30
VID_25_002_C04,E,21-05-2026 22:30
VID_25_002_C05,E,21-05-2026 22:30
VID_25_002_C06,E,21-05-2026 22:30
VID_25_002_C07,E,21-05-2026 22:30
VID_25_002_C08,E,21-05-2026 22:30
VID_25_003_C00,N,21-05-2026 22:31
VID_25_003_C01,N,21-05-2026 22:31
VID_25_003_C02,N,21-05-2026 22:31
VID_25_003_C03,N,21-05-2026 22:31
VID_25_003_C04,N,21-05-2026 22:31
VID_25_003_C05,N,21-05-2026 22:31
VID_25_003_C06,N,21-05-2026 22:32
VID_25_003_C07,N,21-05-2026 22:32
VID_25_003_C08,N,21-05-2026 22:32
VID_25_004_C00,E,21-05-2026 22:33
VID_25_004_C01,E,21-05-2026 22:33
VID_25_004_C02,E,21-05-2026 22:33
VID_25_004_C03,E,21-05-2026 22:33
VID_25_004_C04,E,21-05-2026 22:33
VID_25_004_C05,E,21-05-2026 22:33
VID_25_004_C06,E,21-05-2026 22:33
VID_25_004_C07,E,21-05-2026 22:33
VID_25_004_C08,E,21-05-2026 22:33
VID_25_005_C00,E,21-05-2026 22:33
VID_25_005_C01,E,21-05-2026 22:33
VID_25_005_C02,E,21-05-2026 22:33
VID_26_001_C00,E,21-05-2026 22:34
VID_26_001_C01,E,21-05-2026 22:34
VID_26_001_C02,E,21-05-2026 22:34
VID_26_001_C03,E,21-05-2026 22:34
VID_26_001_C04,E,21-05-2026 22:34
VID_26_001_C05,E,21-05-2026 22:34
VID_26_001_C06,E,21-05-2026 22:34
VID_26_001_C07,E,21-05-2026 22:34
VID_26_001_C08,E,21-05-2026 22:34
VID_26_001_C09,E,21-05-2026 22:34
VID_26_001_C10,E,21-05-2026 22:34
VID_26_002_C00,N,21-05-2026 22:36
VID_26_002_C01,N,21-05-2026 22:36
VID_26_002_C02,N,21-05-2026 22:38
VID_26_002_C03,N,21-05-2026 22:38
VID_26_002_C04,N,21-05-2026 22:38
VID_26_002_C05,N,21-05-2026 22:38
VID_26_002_C06,N,21-05-2026 22:38
VID_26_002_C07,N,21-05-2026 22:38
VID_26_002_C08,N,21-05-2026 22:38
VID_26_002_C09,N,21-05-2026 22:38
VID_26_002_C10,N,21-05-2026 22:38
VID_26_003_C00,N,21-05-2026 22:38
VID_26_003_C01,N,21-05-2026 22:38
VID_26_003_C02,N,21-05-2026 22:38
VID_26_004_C00,E,21-05-2026 22:38
VID_26_004_C01,E,21-05-2026 22:38
VID_26_004_C02,E,21-05-2026 22:38
VID_26_004_C03,E,21-05-2026 22:38
VID_26_004_C04,E,21-05-2026 22:38
VID_26_004_C05,E,21-05-2026 22:38
VID_26_004_C06,E,21-05-2026 22:38
VID_26_004_C07,E,21-05-2026 22:39
VID_26_004_C08,E,21-05-2026 22:39
VID_26_004_C09,E,21-05-2026 22:39
VID_26_006_C00,N,21-05-2026 22:41
VID_26_006_C01,N,21-05-2026 22:41
VID_26_006_C02,N,21-05-2026 22:41
VID_26_006_C03,N,21-05-2026 22:41
VID_26_006_C04,N,21-05-2026 22:41
VID_26_006_C05,N,21-05-2026 22:41
VID_26_006_C06,N,21-05-2026 22:41
VID_26_007_C00,S,21-05-2026 22:42
VID_27_001_C00,N,21-05-2026 22:42
VID_27_001_C01,N,21-05-2026 22:42
VID_27_001_C02,N,21-05-2026 22:42
VID_27_001_C03,N,21-05-2026 22:42
VID_27_001_C04,N,21-05-2026 22:42
VID_27_001_C05,N,21-05-2026 22:42
VID_27_001_C06,N,21-05-2026 22:42
VID_27_001_C07,N,21-05-2026 22:42
VID_27_001_C08,N,21-05-2026 22:42
VID_27_002_C00,E,21-05-2026 22:42
VID_27_002_C01,E,21-05-2026 22:42
VID_27_002_C02,E,21-05-2026 22:42
VID_27_002_C03,E,21-05-2026 22:42
VID_27_002_C04,E,21-05-2026 22:42
VID_27_002_C05,E,21-05-2026 22:42
VID_27_002_C06,E,21-05-2026 22:42
VID_27_002_C07,E,21-05-2026 22:42
VID_27_002_C08,E,21-05-2026 22:42
VID_27_002_C09,E,21-05-2026 22:47
VID_27_003_C00,N,21-05-2026 22:47
VID_27_003_C01,N,21-05-2026 22:47
VID_27_003_C02,N,21-05-2026 22:47
VID_27_003_C03,N,21-05-2026 22:47
VID_27_003_C04,N,21-05-2026 22:47
VID_27_003_C05,N,21-05-2026 22:47
VID_27_003_C06,N,21-05-2026 22:47
VID_27_003_C07,N,21-05-2026 22:47
VID_27_003_C08,N,21-05-2026 22:48
VID_27_004_C00,E,21-05-2026 22:48
VID_27_004_C01,E,21-05-2026 22:48
VID_27_004_C02,E,21-05-2026 22:48
VID_27_004_C03,E,21-05-2026 22:48
VID_27_004_C04,E,21-05-2026 22:48
VID_27_004_C05,E,21-05-2026 22:48
VID_27_004_C06,E,21-05-2026 22:48
VID_27_004_C07,E,21-05-2026 22:48
VID_27_004_C08,E,21-05-2026 22:48
VID_27_005_C00,N,21-05-2026 22:48
VID_27_008_C00,E,21-05-2026 22:49
VID_28_001_C00,N,21-05-2026 22:49
VID_28_001_C01,N,21-05-2026 22:49
VID_28_001_C02,N,21-05-2026 22:49
VID_28_001_C03,N,21-05-2026 22:49
VID_28_001_C04,N,21-05-2026 22:49
VID_28_001_C05,N,21-05-2026 22:49
VID_28_001_C06,N,21-05-2026 22:49
VID_28_001_C07,N,21-05-2026 22:49
VID_28_001_C08,N,21-05-2026 22:49
VID_28_001_C09,N,21-05-2026 22:49
VID_28_002_C00,E,21-05-2026 22:49
VID_28_002_C01,E,21-05-2026 22:49
VID_28_002_C02,E,21-05-2026 22:49
VID_28_002_C03,E,21-05-2026 22:49
VID_28_002_C04,E,21-05-2026 22:49
VID_28_002_C05,E,21-05-2026 22:49
VID_28_002_C06,E,21-05-2026 22:49
VID_28_002_C07,E,21-05-2026 22:49
