clip_id,video_id,video_file,track_id,person_id,clip_idx,n_frames,frame_paths,label
VID_14_001_C04,VID_14,VID_14.mp4,1,VID_14_001,4,8,custom_dataset\processed\VID_14\001\frame_0016.jpg;custom_dataset\processed\VID_14\001\frame_0017.jpg;custom_dataset\processed\VID_14\001\frame_0018.jpg;custom_dataset\processed\VID_14\001\frame_0019.jpg;custom_dataset\processed\VID_14\001\frame_0020.jpg;custom_dataset\processed\VID_14\001\frame_0021.jpg;custom_dataset\processed\VID_14\001\frame_0022.jpg;custom_dataset\processed\VID_14\001\frame_0023.jpg,
VID_14_001_C05,VID_14,VID_14.mp4,1,VID_14_001,5,8,custom_dataset\processed\VID_14\001\frame_0020.jpg;custom_dataset\processed\VID_14\001\frame_0021.jpg;custom_dataset\processed\VID_14\001\frame_0022.jpg;custom_dataset\processed\VID_14\001\frame_0023.jpg;custom_dataset\processed\VID_14\001\frame_0024.jpg;custom_dataset\processed\VID_14\001\frame_0025.jpg;custom_dataset\processed\VID_14\001\frame_0026.jpg;custom_dataset\processed\VID_14\001\frame_0027.jpg,
VID_14_002_C00,VID_14,VID_14.mp4,2,VID_14_002,0,8,custom_dataset\processed\VID_14\002\frame_0000.jpg;custom_dataset\processed\VID_14\002\frame_0001.jpg;custom_dataset\processed\VID_14\002\frame_0002.jpg;custom_dataset\processed\VID_14\002\frame_0003.jpg;custom_dataset\processed\VID_14\002\frame_0004.jpg;custom_dataset\processed\VID_14\002\frame_0005.jpg;custom_dataset\processed\VID_14\002\frame_0006.jpg;custom_dataset\processed\VID_14\002\frame_0007.jpg,
VID_14_002_C01,VID_14,VID_14.mp4,2,VID_14_002,1,8,custom_dataset\processed\VID_14\002\frame_0004.jpg;custom_dataset\processed\VID_14\002\frame_0005.jpg;custom_dataset\processed\VID_14\002\frame_0006.jpg;custom_dataset\processed\VID_14\002\frame_0007.jpg;custom_dataset\processed\VID_14\002\frame_0008.jpg;custom_dataset\processed\VID_14\002\frame_0009.jpg;custom_dataset\processed\VID_14\002\frame_0010.jpg;custom_dataset\processed\VID_14\002\frame_0011.jpg,
VID_14_002_C02,VID_14,VID_14.mp4,2,VID_14_002,2,8,custom_dataset\processed\VID_14\002\frame_0008.jpg;custom_dataset\processed\VID_14\002\frame_0009.jpg;custom_dataset\processed\VID_14\002\frame_0010.jpg;custom_dataset\processed\VID_14\002\frame_0011.jpg;custom_dataset\processed\VID_14\002\frame_0012.jpg;custom_dataset\processed\VID_14\002\frame_0013.jpg;custom_dataset\processed\VID_14\002\frame_0014.jpg;custom_dataset\processed\VID_14\002\frame_0015.jpg,
VID_14_002_C03,VID_14,VID_14.mp4,2,VID_14_002,3,8,custom_dataset\processed\VID_14\002\frame_0012.jpg;custom_dataset\processed\VID_14\002\frame_0013.jpg;custom_dataset\processed\VID_14\002\frame_0014.jpg;custom_dataset\processed\VID_14\002\frame_0015.jpg;custom_dataset\processed\VID_14\002\frame_0016.jpg;custom_dataset\processed\VID_14\002\frame_0017.jpg;custom_dataset\processed\VID_14\002\frame_0018.jpg;custom_dataset\processed\VID_14\002\frame_0019.jpg,
VID_14_002_C04,VID_14,VID_14.mp4,2,VID_14_002,4,8,custom_dataset\processed\VID_14\002\frame_0016.jpg;custom_dataset\processed\VID_14\002\frame_0017.jpg;custom_dataset\processed\VID_14\002\frame_0018.jpg;custom_dataset\processed\VID_14\002\frame_0019.jpg;custom_dataset\processed\VID_14\002\frame_0020.jpg;custom_dataset\processed\VID_14\002\frame_0021.jpg;custom_dataset\processed\VID_14\002\frame_0022.jpg;custom_dataset\processed\VID_14\002\frame_0023.jpg,
VID_14_002_C05,VID_14,VID_14.mp4,2,VID_14_002,5,8,custom_dataset\processed\VID_14\002\frame_0020.jpg;custom_dataset\processed\VID_14\002\frame_0021.jpg;custom_dataset\processed\VID_14\002\frame_0022.jpg;custom_dataset\processed\VID_14\002\frame_0023.jpg;custom_dataset\processed\VID_14\002\frame_0026.jpg;custom_dataset\processed\VID_14\002\frame_0027.jpg;custom_dataset\processed\VID_14\002\frame_0028.jpg;custom_dataset\processed\VID_14\002\frame_0029.jpg,
VID_14_002_C06,VID_14,VID_14.mp4,2,VID_14_002,6,8,custom_dataset\processed\VID_14\002\frame_0026.jpg;custom_dataset\processed\VID_14\002\frame_0027.jpg;custom_dataset\processed\VID_14\002\frame_0028.jpg;custom_dataset\processed\VID_14\002\frame_0029.jpg;custom_dataset\processed\VID_14\002\frame_0031.jpg;custom_dataset\processed\VID_14\002\frame_0032.jpg;custom_dataset\processed\VID_14\002\frame_0033.jpg;custom_dataset\processed\VID_14\002\frame_0035.jpg,
VID_14_002_C07,VID_14,VID_14.mp4,2,VID_14_002,7,8,custom_dataset\processed\VID_14\002\frame_0031.jpg;custom_dataset\processed\VID_14\002\frame_0032.jpg;custom_dataset\processed\VID_14\002\frame_0033.jpg;custom_dataset\processed\VID_14\002\frame_0035.jpg;custom_dataset\processed\VID_14\002\frame_0036.jpg;custom_dataset\processed\VID_14\002\frame_0037.jpg;custom_dataset\processed\VID_14\002\frame_0038.jpg;custom_dataset\processed\VID_14\002\frame_0039.jpg,
VID_14_003_C00,VID_14,VID_14.mp4,3,VID_14_003,0,8,custom_dataset\processed\VID_14\003\frame_0000.jpg;custom_dataset\processed\VID_14\003\frame_0001.jpg;custom_dataset\processed\VID_14\003\frame_0002.jpg;custom_dataset\processed\VID_14\003\frame_0003.jpg;custom_dataset\processed\VID_14\003\frame_0004.jpg;custom_dataset\processed\VID_14\003\frame_0005.jpg;custom_dataset\processed\VID_14\003\frame_0006.jpg;custom_dataset\processed\VID_14\003\frame_0007.jpg,
VID_14_004_C00,VID_14,VID_14.mp4,4,VID_14_004,0,8,custom_dataset\processed\VID_14\004\frame_0000.jpg;custom_dataset\processed\VID_14\004\frame_0001.jpg;custom_dataset\processed\VID_14\004\frame_0002.jpg;custom_dataset\processed\VID_14\004\frame_0003.jpg;custom_dataset\processed\VID_14\004\frame_0004.jpg;custom_dataset\processed\VID_14\004\frame_0005.jpg;custom_dataset\processed\VID_14\004\frame_0006.jpg;custom_dataset\processed\VID_14\004\frame_0007.jpg,
VID_14_004_C01,VID_14,VID_14.mp4,4,VID_14_004,1,8,custom_dataset\processed\VID_14\004\frame_0004.jpg;custom_dataset\processed\VID_14\004\frame_0005.jpg;custom_dataset\processed\VID_14\004\frame_0006.jpg;custom_dataset\processed\VID_14\004\frame_0007.jpg;custom_dataset\processed\VID_14\004\frame_0008.jpg;custom_dataset\processed\VID_14\004\frame_0009.jpg;custom_dataset\processed\VID_14\004\frame_0010.jpg;custom_dataset\processed\VID_14\004\frame_0011.jpg,
VID_14_004_C02,VID_14,VID_14.mp4,4,VID_14_004,2,8,custom_dataset\processed\VID_14\004\frame_0008.jpg;custom_dataset\processed\VID_14\004\frame_0009.jpg;custom_dataset\processed\VID_14\004\frame_0010.jpg;custom_dataset\processed\VID_14\004\frame_0011.jpg;custom_dataset\processed\VID_14\004\frame_0012.jpg;custom_dataset\processed\VID_14\004\frame_0013.jpg;custom_dataset\processed\VID_14\004\frame_0014.jpg;custom_dataset\processed\VID_14\004\frame_0015.jpg,
VID_14_004_C03,VID_14,VID_14.mp4,4,VID_14_004,3,8,custom_dataset\processed\VID_14\004\frame_0012.jpg;custom_dataset\processed\VID_14\004\frame_0013.jpg;custom_dataset\processed\VID_14\004\frame_0014.jpg;custom_dataset\processed\VID_14\004\frame_0015.jpg;custom_dataset\processed\VID_14\004\frame_0016.jpg;custom_dataset\processed\VID_14\004\frame_0017.jpg;custom_dataset\processed\VID_14\004\frame_0018.jpg;custom_dataset\processed\VID_14\004\frame_0019.jpg,
VID_14_004_C04,VID_14,VID_14.mp4,4,VID_14_004,4,8,custom_dataset\processed\VID_14\004\frame_0016.jpg;custom_dataset\processed\VID_14\004\frame_0017.jpg;custom_dataset\processed\VID_14\004\frame_0018.jpg;custom_dataset\processed\VID_14\004\frame_0019.jpg;custom_dataset\processed\VID_14\004\frame_0020.jpg;custom_dataset\processed\VID_14\004\frame_0021.jpg;custom_dataset\processed\VID_14\004\frame_0022.jpg;custom_dataset\processed\VID_14\004\frame_0023.jpg,
VID_14_004_C05,VID_14,VID_14.mp4,4,VID_14_004,5,8,custom_dataset\processed\VID_14\004\frame_0020.jpg;custom_dataset\processed\VID_14\004\frame_0021.jpg;custom_dataset\processed\VID_14\004\frame_0022.jpg;custom_dataset\processed\VID_14\004\frame_0023.jpg;custom_dataset\processed\VID_14\004\frame_0024.jpg;custom_dataset\processed\VID_14\004\frame_0025.jpg;custom_dataset\processed\VID_14\004\frame_0027.jpg;custom_dataset\processed\VID_14\004\frame_0028.jpg,
VID_14_004_C06,VID_14,VID_14.mp4,4,VID_14_004,6,8,custom_dataset\processed\VID_14\004\frame_0024.jpg;custom_dataset\processed\VID_14\004\frame_0025.jpg;custom_dataset\processed\VID_14\004\frame_0027.jpg;custom_dataset\processed\VID_14\004\frame_0028.jpg;custom_dataset\processed\VID_14\004\frame_0029.jpg;custom_dataset\processed\VID_14\004\frame_0031.jpg;custom_dataset\processed\VID_14\004\frame_0033.jpg;custom_dataset\processed\VID_14\004\frame_0037.jpg,
VID_14_005_C00,VID_14,VID_14.mp4,5,VID_14_005,0,8,custom_dataset\processed\VID_14\005\frame_0000.jpg;custom_dataset\processed\VID_14\005\frame_0001.jpg;custom_dataset\processed\VID_14\005\frame_0002.jpg;custom_dataset\processed\VID_14\005\frame_0003.jpg;custom_dataset\processed\VID_14\005\frame_0004.jpg;custom_dataset\processed\VID_14\005\frame_0005.jpg;custom_dataset\processed\VID_14\005\frame_0006.jpg;custom_dataset\processed\VID_14\005\frame_0007.jpg,
VID_14_006_C00,VID_14,VID_14.mp4,6,VID_14_006,0,8,custom_dataset\processed\VID_14\006\frame_0000.jpg;custom_dataset\processed\VID_14\006\frame_0001.jpg;custom_dataset\processed\VID_14\006\frame_0002.jpg;custom_dataset\processed\VID_14\006\frame_0003.jpg;custom_dataset\processed\VID_14\006\frame_0004.jpg;custom_dataset\processed\VID_14\006\frame_0005.jpg;custom_dataset\processed\VID_14\006\frame_0006.jpg;custom_dataset\processed\VID_14\006\frame_0007.jpg,
VID_14_007_C00,VID_14,VID_14.mp4,7,VID_14_007,0,8,custom_dataset\processed\VID_14\007\frame_0000.jpg;custom_dataset\processed\VID_14\007\frame_0001.jpg;custom_dataset\processed\VID_14\007\frame_0002.jpg;custom_dataset\processed\VID_14\007\frame_0003.jpg;custom_dataset\processed\VID_14\007\frame_0004.jpg;custom_dataset\processed\VID_14\007\frame_0005.jpg;custom_dataset\processed\VID_14\007\frame_0006.jpg;custom_dataset\processed\VID_14\007\frame_0007.jpg,
VID_14_007_C01,VID_14,VID_14.mp4,7,VID_14_007,1,8,custom_dataset\processed\VID_14\007\frame_0004.jpg;custom_dataset\processed\VID_14\007\frame_0005.jpg;custom_dataset\processed\VID_14\007\frame_0006.jpg;custom_dataset\processed\VID_14\007\frame_0007.jpg;custom_dataset\processed\VID_14\007\frame_0008.jpg;custom_dataset\processed\VID_14\007\frame_0009.jpg;custom_dataset\processed\VID_14\007\frame_0010.jpg;custom_dataset\processed\VID_14\007\frame_0011.jpg,
VID_14_010_C00,VID_14,VID_14.mp4,10,VID_14_010,0,8,custom_dataset\processed\VID_14\010\frame_0000.jpg;custom_dataset\processed\VID_14\010\frame_0002.jpg;custom_dataset\processed\VID_14\010\frame_0003.jpg;custom_dataset\processed\VID_14\010\frame_0004.jpg;custom_dataset\processed\VID_14\010\frame_0005.jpg;custom_dataset\processed\VID_14\010\frame_0006.jpg;custom_dataset\processed\VID_14\010\frame_0008.jpg;custom_dataset\processed\VID_14\010\frame_0009.jpg,
VID_14_014_C00,VID_14,VID_14.mp4,14,VID_14_014,0,8,custom_dataset\processed\VID_14\014\frame_0005.jpg;custom_dataset\processed\VID_14\014\frame_0007.jpg;custom_dataset\processed\VID_14\014\frame_0008.jpg;custom_dataset\processed\VID_14\014\frame_0011.jpg;custom_dataset\processed\VID_14\014\frame_0012.jpg;custom_dataset\processed\VID_14\014\frame_0013.jpg;custom_dataset\processed\VID_14\014\frame_0014.jpg;custom_dataset\processed\VID_14\014\frame_0015.jpg,
VID_14_014_C01,VID_14,VID_14.mp4,14,VID_14_014,1,8,custom_dataset\processed\VID_14\014\frame_0012.jpg;custom_dataset\processed\VID_14\014\frame_0013.jpg;custom_dataset\processed\VID_14\014\frame_0014.jpg;custom_dataset\processed\VID_14\014\frame_0015.jpg;custom_dataset\processed\VID_14\014\frame_0016.jpg;custom_dataset\processed\VID_14\014\frame_0017.jpg;custom_dataset\processed\VID_14\014\frame_0018.jpg;custom_dataset\processed\VID_14\014\frame_0019.jpg,
VID_14_014_C02,VID_14,VID_14.mp4,14,VID_14_014,2,8,custom_dataset\processed\VID_14\014\frame_0016.jpg;custom_dataset\processed\VID_14\014\frame_0017.jpg;custom_dataset\processed\VID_14\014\frame_0018.jpg;custom_dataset\processed\VID_14\014\frame_0019.jpg;custom_dataset\processed\VID_14\014\frame_0021.jpg;custom_dataset\processed\VID_14\014\frame_0022.jpg;custom_dataset\processed\VID_14\014\frame_0023.jpg;custom_dataset\processed\VID_14\014\frame_0024.jpg,
VID_14_014_C03,VID_14,VID_14.mp4,14,VID_14_014,3,8,custom_dataset\processed\VID_14\014\frame_0021.jpg;custom_dataset\processed\VID_14\014\frame_0022.jpg;custom_dataset\processed\VID_14\014\frame_0023.jpg;custom_dataset\processed\VID_14\014\frame_0024.jpg;custom_dataset\processed\VID_14\014\frame_0026.jpg;custom_dataset\processed\VID_14\014\frame_0028.jpg;custom_dataset\processed\VID_14\014\frame_0031.jpg;custom_dataset\processed\VID_14\014\frame_0032.jpg,
VID_14_014_C04,VID_14,VID_14.mp4,14,VID_14_014,4,8,custom_dataset\processed\VID_14\014\frame_0026.jpg;custom_dataset\processed\VID_14\014\frame_0028.jpg;custom_dataset\processed\VID_14\014\frame_0031.jpg;custom_dataset\processed\VID_14\014\frame_0032.jpg;custom_dataset\processed\VID_14\014\frame_0033.jpg;custom_dataset\processed\VID_14\014\frame_0034.jpg;custom_dataset\processed\VID_14\014\frame_0035.jpg;custom_dataset\processed\VID_14\014\frame_0036.jpg,
VID_14_014_C05,VID_14,VID_14.mp4,14,VID_14_014,5,8,custom_dataset\processed\VID_14\014\frame_0033.jpg;custom_dataset\processed\VID_14\014\frame_0034.jpg;custom_dataset\processed\VID_14\014\frame_0035.jpg;custom_dataset\processed\VID_14\014\frame_0036.jpg;custom_dataset\processed\VID_14\014\frame_0037.jpg;custom_dataset\processed\VID_14\014\frame_0038.jpg;custom_dataset\processed\VID_14\014\frame_0039.jpg;custom_dataset\processed\VID_14\014\frame_0040.jpg,
VID_14_015_C00,VID_14,VID_14.mp4,15,VID_14_015,0,8,custom_dataset\processed\VID_14\015\frame_0008.jpg;custom_dataset\processed\VID_14\015\frame_0010.jpg;custom_dataset\processed\VID_14\015\frame_0011.jpg;custom_dataset\processed\VID_14\015\frame_0012.jpg;custom_dataset\processed\VID_14\015\frame_0013.jpg;custom_dataset\processed\VID_14\015\frame_0014.jpg;custom_dataset\processed\VID_14\015\frame_0015.jpg;custom_dataset\processed\VID_14\015\frame_0016.jpg,
VID_14_015_C01,VID_14,VID_14.mp4,15,VID_14_015,1,8,custom_dataset\processed\VID_14\015\frame_0013.jpg;custom_dataset\processed\VID_14\015\frame_0014.jpg;custom_dataset\processed\VID_14\015\frame_0015.jpg;custom_dataset\processed\VID_14\015\frame_0016.jpg;custom_dataset\processed\VID_14\015\frame_0017.jpg;custom_dataset\processed\VID_14\015\frame_0018.jpg;custom_dataset\processed\VID_14\015\frame_0019.jpg;custom_dataset\processed\VID_14\015\frame_0020.jpg,
VID_14_017_C00,VID_14,VID_14.mp4,17,VID_14_017,0,8,custom_dataset\processed\VID_14\017\frame_0009.jpg;custom_dataset\processed\VID_14\017\frame_0010.jpg;custom_dataset\processed\VID_14\017\frame_0011.jpg;custom_dataset\processed\VID_14\017\frame_0012.jpg;custom_dataset\processed\VID_14\017\frame_0013.jpg;custom_dataset\processed\VID_14\017\frame_0014.jpg;custom_dataset\processed\VID_14\017\frame_0015.jpg;custom_dataset\processed\VID_14\017\frame_0016.jpg,
VID_14_017_C01,VID_14,VID_14.mp4,17,VID_14_017,1,8,custom_dataset\processed\VID_14\017\frame_0013.jpg;custom_dataset\processed\VID_14\017\frame_0014.jpg;custom_dataset\processed\VID_14\017\frame_0015.jpg;custom_dataset\processed\VID_14\017\frame_0016.jpg;custom_dataset\processed\VID_14\017\frame_0017.jpg;custom_dataset\processed\VID_14\017\frame_0018.jpg;custom_dataset\processed\VID_14\017\frame_0019.jpg;custom_dataset\processed\VID_14\017\frame_0020.jpg,
VID_14_017_C02,VID_14,VID_14.mp4,17,VID_14_017,2,8,custom_dataset\processed\VID_14\017\frame_0017.jpg;custom_dataset\processed\VID_14\017\frame_0018.jpg;custom_dataset\processed\VID_14\017\frame_0019.jpg;custom_dataset\processed\VID_14\017\frame_0020.jpg;custom_dataset\processed\VID_14\017\frame_0021.jpg;custom_dataset\processed\VID_14\017\frame_0022.jpg;custom_dataset\processed\VID_14\017\frame_0023.jpg;custom_dataset\processed\VID_14\017\frame_0024.jpg,
VID_14_017_C03,VID_14,VID_14.mp4,17,VID_14_017,3,8,custom_dataset\processed\VID_14\017\frame_0021.jpg;custom_dataset\processed\VID_14\017\frame_0022.jpg;custom_dataset\processed\VID_14\017\frame_0023.jpg;custom_dataset\processed\VID_14\017\frame_0024.jpg;custom_dataset\processed\VID_14\017\frame_0025.jpg;custom_dataset\processed\VID_14\017\frame_0026.jpg;custom_dataset\processed\VID_14\017\frame_0027.jpg;custom_dataset\processed\VID_14\017\frame_0028.jpg,
VID_14_017_C04,VID_14,VID_14.mp4,17,VID_14_017,4,8,custom_dataset\processed\VID_14\017\frame_0025.jpg;custom_dataset\processed\VID_14\017\frame_0026.jpg;custom_dataset\processed\VID_14\017\frame_0027.jpg;custom_dataset\processed\VID_14\017\frame_0028.jpg;custom_dataset\processed\VID_14\017\frame_0029.jpg;custom_dataset\processed\VID_14\017\frame_0030.jpg;custom_dataset\processed\VID_14\017\frame_0031.jpg;custom_dataset\processed\VID_14\017\frame_0032.jpg,
VID_14_017_C05,VID_14,VID_14.mp4,17,VID_14_017,5,8,custom_dataset\processed\VID_14\017\frame_0029.jpg;custom_dataset\processed\VID_14\017\frame_0030.jpg;custom_dataset\processed\VID_14\017\frame_0031.jpg;custom_dataset\processed\VID_14\017\frame_0032.jpg;custom_dataset\processed\VID_14\017\frame_0033.jpg;custom_dataset\processed\VID_14\017\frame_0034.jpg;custom_dataset\processed\VID_14\017\frame_0035.jpg;custom_dataset\processed\VID_14\017\frame_0036.jpg,
VID_14_017_C06,VID_14,VID_14.mp4,17,VID_14_017,6,8,custom_dataset\processed\VID_14\017\frame_0033.jpg;custom_dataset\processed\VID_14\017\frame_0034.jpg;custom_dataset\processed\VID_14\017\frame_0035.jpg;custom_dataset\processed\VID_14\017\frame_0036.jpg;custom_dataset\processed\VID_14\017\frame_0037.jpg;custom_dataset\processed\VID_14\017\frame_0038.jpg;custom_dataset\processed\VID_14\017\frame_0039.jpg;custom_dataset\processed\VID_14\017\frame_0040.jpg,
VID_14_019_C00,VID_14,VID_14.mp4,19,VID_14_019,0,8,custom_dataset\processed\VID_14\019\frame_0013.jpg;custom_dataset\processed\VID_14\019\frame_0016.jpg;custom_dataset\processed\VID_14\019\frame_0018.jpg;custom_dataset\processed\VID_14\019\frame_0019.jpg;custom_dataset\processed\VID_14\019\frame_0020.jpg;custom_dataset\processed\VID_14\019\frame_0022.jpg;custom_dataset\processed\VID_14\019\frame_0023.jpg;custom_dataset\processed\VID_14\019\frame_0025.jpg,
VID_14_019_C01,VID_14,VID_14.mp4,19,VID_14_019,1,8,custom_dataset\processed\VID_14\019\frame_0020.jpg;custom_dataset\processed\VID_14\019\frame_0022.jpg;custom_dataset\processed\VID_14\019\frame_0023.jpg;custom_dataset\processed\VID_14\019\frame_0025.jpg;custom_dataset\processed\VID_14\019\frame_0026.jpg;custom_dataset\processed\VID_14\019\frame_0027.jpg;custom_dataset\processed\VID_14\019\frame_0030.jpg;custom_dataset\processed\VID_14\019\frame_0031.jpg,
VID_14_019_C02,VID_14,VID_14.mp4,19,VID_14_019,2,8,custom_dataset\processed\VID_14\019\frame_0026.jpg;custom_dataset\processed\VID_14\019\frame_0027.jpg;custom_dataset\processed\VID_14\019\frame_0030.jpg;custom_dataset\processed\VID_14\019\frame_0031.jpg;custom_dataset\processed\VID_14\019\frame_0032.jpg;custom_dataset\processed\VID_14\019\frame_0033.jpg;custom_dataset\processed\VID_14\019\frame_0034.jpg;custom_dataset\processed\VID_14\019\frame_0035.jpg,
VID_14_019_C03,VID_14,VID_14.mp4,19,VID_14_019,3,8,custom_dataset\processed\VID_14\019\frame_0032.jpg;custom_dataset\processed\VID_14\019\frame_0033.jpg;custom_dataset\processed\VID_14\019\frame_0034.jpg;custom_dataset\processed\VID_14\019\frame_0035.jpg;custom_dataset\processed\VID_14\019\frame_0036.jpg;custom_dataset\processed\VID_14\019\frame_0037.jpg;custom_dataset\processed\VID_14\019\frame_0040.jpg;custom_dataset\processed\VID_14\019\frame_0041.jpg,
VID_14_020_C00,VID_14,VID_14.mp4,20,VID_14_020,0,8,custom_dataset\processed\VID_14\020\frame_0014.jpg;custom_dataset\processed\VID_14\020\frame_0015.jpg;custom_dataset\processed\VID_14\020\frame_0018.jpg;custom_dataset\processed\VID_14\020\frame_0019.jpg;custom_dataset\processed\VID_14\020\frame_0020.jpg;custom_dataset\processed\VID_14\020\frame_0021.jpg;custom_dataset\processed\VID_14\020\frame_0022.jpg;custom_dataset\processed\VID_14\020\frame_0023.jpg,
VID_14_020_C01,VID_14,VID_14.mp4,20,VID_14_020,1,8,custom_dataset\processed\VID_14\020\frame_0020.jpg;custom_dataset\processed\VID_14\020\frame_0021.jpg;custom_dataset\processed\VID_14\020\frame_0022.jpg;custom_dataset\processed\VID_14\020\frame_0023.jpg;custom_dataset\processed\VID_14\020\frame_0024.jpg;custom_dataset\processed\VID_14\020\frame_0025.jpg;custom_dataset\processed\VID_14\020\frame_0026.jpg;custom_dataset\processed\VID_14\020\frame_0027.jpg,
VID_14_020_C02,VID_14,VID_14.mp4,20,VID_14_020,2,8,custom_dataset\processed\VID_14\020\frame_0024.jpg;custom_dataset\processed\VID_14\020\frame_0025.jpg;custom_dataset\processed\VID_14\020\frame_0026.jpg;custom_dataset\processed\VID_14\020\frame_0027.jpg;custom_dataset\processed\VID_14\020\frame_0028.jpg;custom_dataset\processed\VID_14\020\frame_0029.jpg;custom_dataset\processed\VID_14\020\frame_0030.jpg;custom_dataset\processed\VID_14\020\frame_0033.jpg,
VID_14_020_C03,VID_14,VID_14.mp4,20,VID_14_020,3,8,custom_dataset\processed\VID_14\020\frame_0028.jpg;custom_dataset\processed\VID_14\020\frame_0029.jpg;custom_dataset\processed\VID_14\020\frame_0030.jpg;custom_dataset\processed\VID_14\020\frame_0033.jpg;custom_dataset\processed\VID_14\020\frame_0034.jpg;custom_dataset\processed\VID_14\020\frame_0035.jpg;custom_dataset\processed\VID_14\020\frame_0036.jpg;custom_dataset\processed\VID_14\020\frame_0040.jpg,
VID_14_025_C00,VID_14,VID_14.mp4,25,VID_14_025,0,8,custom_dataset\processed\VID_14\025\frame_0017.jpg;custom_dataset\processed\VID_14\025\frame_0019.jpg;custom_dataset\processed\VID_14\025\frame_0020.jpg;custom_dataset\processed\VID_14\025\frame_0021.jpg;custom_dataset\processed\VID_14\025\frame_0022.jpg;custom_dataset\processed\VID_14\025\frame_0023.jpg;custom_dataset\processed\VID_14\025\frame_0024.jpg;custom_dataset\processed\VID_14\025\frame_0025.jpg,
VID_14_029_C00,VID_14,VID_14.mp4,29,VID_14_029,0,8,custom_dataset\processed\VID_14\029\frame_0029.jpg;custom_dataset\processed\VID_14\029\frame_0031.jpg;custom_dataset\processed\VID_14\029\frame_0032.jpg;custom_dataset\processed\VID_14\029\frame_0033.jpg;custom_dataset\processed\VID_14\029\frame_0034.jpg;custom_dataset\processed\VID_14\029\frame_0035.jpg;custom_dataset\processed\VID_14\029\frame_0036.jpg;custom_dataset\processed\VID_14\029\frame_0037.jpg,
VID_14_029_C01,VID_14,VID_14.mp4,29,VID_14_029,1,8,custom_dataset\processed\VID_14\029\frame_0034.jpg;custom_dataset\processed\VID_14\029\frame_0035.jpg;custom_dataset\processed\VID_14\029\frame_0036.jpg;custom_dataset\processed\VID_14\029\frame_0037.jpg;custom_dataset\processed\VID_14\029\frame_0038.jpg;custom_dataset\processed\VID_14\029\frame_0039.jpg;custom_dataset\processed\VID_14\029\frame_0040.jpg;custom_dataset\processed\VID_14\029\frame_0041.jpg,
VID_14_032_C00,VID_14,VID_14.mp4,32,VID_14_032,0,8,custom_dataset\processed\VID_14\032\frame_0032.jpg;custom_dataset\processed\VID_14\032\frame_0033.jpg;custom_dataset\processed\VID_14\032\frame_0034.jpg;custom_dataset\processed\VID_14\032\frame_0035.jpg;custom_dataset\processed\VID_14\032\frame_0036.jpg;custom_dataset\processed\VID_14\032\frame_0037.jpg;custom_dataset\processed\VID_14\032\frame_0038.jpg;custom_dataset\processed\VID_14\032\frame_0039.jpg,
VID_14_032_C01,VID_14,VID_14.mp4,32,VID_14_032,1,8,custom_dataset\processed\VID_14\032\frame_0036.jpg;custom_dataset\processed\VID_14\032\frame_0037.jpg;custom_dataset\processed\VID_14\032\frame_0038.jpg;custom_dataset\processed\VID_14\032\frame_0039.jpg;custom_dataset\processed\VID_14\032\frame_0040.jpg;custom_dataset\processed\VID_14\032\frame_0041.jpg;custom_dataset\processed\VID_14\032\frame_0042.jpg;custom_dataset\processed\VID_14\032\frame_0043.jpg,
VID_14_033_C00,VID_14,VID_14.mp4,33,VID_14_033,0,8,custom_dataset\processed\VID_14\033\frame_0033.jpg;custom_dataset\processed\VID_14\033\frame_0034.jpg;custom_dataset\processed\VID_14\033\frame_0036.jpg;custom_dataset\processed\VID_14\033\frame_0037.jpg;custom_dataset\processed\VID_14\033\frame_0038.jpg;custom_dataset\processed\VID_14\033\frame_0039.jpg;custom_dataset\processed\VID_14\033\frame_0040.jpg;custom_dataset\processed\VID_14\033\frame_0041.jpg,
VID_15_001_C00,VID_15,VID_15.mp4,1,VID_15_001,0,8,custom_dataset\processed\VID_15\001\frame_0000.jpg;custom_dataset\processed\VID_15\001\frame_0001.jpg;custom_dataset\processed\VID_15\001\frame_0002.jpg;custom_dataset\processed\VID_15\001\frame_0003.jpg;custom_dataset\processed\VID_15\001\frame_0004.jpg;custom_dataset\processed\VID_15\001\frame_0005.jpg;custom_dataset\processed\VID_15\001\frame_0009.jpg;custom_dataset\processed\VID_15\001\frame_0010.jpg,
VID_15_001_C01,VID_15,VID_15.mp4,1,VID_15_001,1,8,custom_dataset\processed\VID_15\001\frame_0004.jpg;custom_dataset\processed\VID_15\001\frame_0005.jpg;custom_dataset\processed\VID_15\001\frame_0009.jpg;custom_dataset\processed\VID_15\001\frame_0010.jpg;custom_dataset\processed\VID_15\001\frame_0011.jpg;custom_dataset\processed\VID_15\001\frame_0012.jpg;custom_dataset\processed\VID_15\001\frame_0013.jpg;custom_dataset\processed\VID_15\001\frame_0014.jpg,
