pair_id,label,feat_A,feat_B,video_id,frame_w,frame_h,track_id_A,track_id_B
Vid-20260421-Wa0019_A005_B006_f0004,C,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0004_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0004_B.npy,Vid-20260421-Wa0019,848,480,5,6
Vid-20260421-Wa0019_A005_B007_f0004,C,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0004_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0004_B.npy,Vid-20260421-Wa0019,848,480,5,7
Vid-20260421-Wa0019_A005_B008_f0004,C,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0004_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0004_B.npy,Vid-20260421-Wa0019,848,480,5,8
Vid-20260421-Wa0019_A005_B006_f0008,C,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0008_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0008_B.npy,Vid-20260421-Wa0019,848,480,5,6
Vid-20260421-Wa0019_A005_B007_f0008,C,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0008_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0008_B.npy,Vid-20260421-Wa0019,848,480,5,7
Vid-20260421-Wa0019_A005_B008_f0008,C,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0008_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0008_B.npy,Vid-20260421-Wa0019,848,480,5,8
Vid-20260421-Wa0019_A005_B006_f0012,C,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0012_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0012_B.npy,Vid-20260421-Wa0019,848,480,5,6
Vid-20260421-Wa0019_A005_B007_f0012,C,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0012_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0012_B.npy,Vid-20260421-Wa0019,848,480,5,7
Vid-20260421-Wa0019_A005_B008_f0012,C,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0012_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0012_B.npy,Vid-20260421-Wa0019,848,480,5,8
Vid-20260421-Wa0019_A005_B009_f0012,C,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0012_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0012_B.npy,Vid-20260421-Wa0019,848,480,5,9
Vid-20260421-Wa0019_A005_B006_f0016,C,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0016_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0016_B.npy,Vid-20260421-Wa0019,848,480,5,6
Vid-20260421-Wa0019_A005_B007_f0016,C,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0016_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0016_B.npy,Vid-20260421-Wa0019,848,480,5,7
Vid-20260421-Wa0019_A005_B008_f0016,C,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0016_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0016_B.npy,Vid-20260421-Wa0019,848,480,5,8
Vid-20260421-Wa0019_A005_B009_f0016,C,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0016_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0016_B.npy,Vid-20260421-Wa0019,848,480,5,9
Vid-20260421-Wa0019_A005_B006_f0020,C,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0020_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0020_B.npy,Vid-20260421-Wa0019,848,480,5,6
Vid-20260421-Wa0019_A005_B007_f0020,C,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0020_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0020_B.npy,Vid-20260421-Wa0019,848,480,5,7
Vid-20260421-Wa0019_A005_B008_f0020,C,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0020_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0020_B.npy,Vid-20260421-Wa0019,848,480,5,8
Vid-20260421-Wa0019_A005_B009_f0020,C,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0020_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0020_B.npy,Vid-20260421-Wa0019,848,480,5,9
Vid-20260421-Wa0019_A005_B006_f0024,C,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0024_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0024_B.npy,Vid-20260421-Wa0019,848,480,5,6
Vid-20260421-Wa0019_A005_B007_f0024,C,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0024_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0024_B.npy,Vid-20260421-Wa0019,848,480,5,7
Vid-20260421-Wa0019_A005_B008_f0024,C,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0024_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0024_B.npy,Vid-20260421-Wa0019,848,480,5,8
Vid-20260421-Wa0019_A005_B009_f0024,C,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0024_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0024_B.npy,Vid-20260421-Wa0019,848,480,5,9
Vid-20260421-Wa0019_A005_B006_f0028,C,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0028_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0028_B.npy,Vid-20260421-Wa0019,848,480,5,6
Vid-20260421-Wa0019_A005_B007_f0028,C,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0028_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0028_B.npy,Vid-20260421-Wa0019,848,480,5,7
Vid-20260421-Wa0019_A005_B008_f0028,C,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0028_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0028_B.npy,Vid-20260421-Wa0019,848,480,5,8
Vid-20260421-Wa0019_A005_B009_f0028,C,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0028_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0028_B.npy,Vid-20260421-Wa0019,848,480,5,9
Vid-20260421-Wa0019_A005_B006_f0032,C,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0032_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0032_B.npy,Vid-20260421-Wa0019,848,480,5,6
Vid-20260421-Wa0019_A005_B007_f0032,C,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0032_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0032_B.npy,Vid-20260421-Wa0019,848,480,5,7
Vid-20260421-Wa0019_A005_B008_f0032,C,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0032_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0032_B.npy,Vid-20260421-Wa0019,848,480,5,8
Vid-20260421-Wa0019_A005_B009_f0032,C,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0032_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0032_B.npy,Vid-20260421-Wa0019,848,480,5,9
Vid-20260421-Wa0019_A005_B006_f0036,C,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0036_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0036_B.npy,Vid-20260421-Wa0019,848,480,5,6
Vid-20260421-Wa0019_A005_B007_f0036,C,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0036_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0036_B.npy,Vid-20260421-Wa0019,848,480,5,7
Vid-20260421-Wa0019_A005_B008_f0036,C,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0036_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0036_B.npy,Vid-20260421-Wa0019,848,480,5,8
Vid-20260421-Wa0019_A005_B009_f0036,C,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0036_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0036_B.npy,Vid-20260421-Wa0019,848,480,5,9
Vid-20260421-Wa0019_A005_B006_f0040,C,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0040_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0040_B.npy,Vid-20260421-Wa0019,848,480,5,6
Vid-20260421-Wa0019_A005_B007_f0040,C,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0040_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0040_B.npy,Vid-20260421-Wa0019,848,480,5,7
Vid-20260421-Wa0019_A005_B008_f0040,C,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0040_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0040_B.npy,Vid-20260421-Wa0019,848,480,5,8
Vid-20260421-Wa0019_A005_B009_f0040,C,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0040_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0040_B.npy,Vid-20260421-Wa0019,848,480,5,9
Vid-20260421-Wa0019_A005_B006_f0044,C,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0044_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0044_B.npy,Vid-20260421-Wa0019,848,480,5,6
Vid-20260421-Wa0019_A005_B007_f0044,C,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0044_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0044_B.npy,Vid-20260421-Wa0019,848,480,5,7
Vid-20260421-Wa0019_A005_B008_f0044,C,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0044_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0044_B.npy,Vid-20260421-Wa0019,848,480,5,8
Vid-20260421-Wa0019_A005_B009_f0044,C,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0044_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0044_B.npy,Vid-20260421-Wa0019,848,480,5,9
Vid-20260421-Wa0019_A005_B006_f0048,C,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0048_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0048_B.npy,Vid-20260421-Wa0019,848,480,5,6
Vid-20260421-Wa0019_A005_B007_f0048,C,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0048_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0048_B.npy,Vid-20260421-Wa0019,848,480,5,7
Vid-20260421-Wa0019_A005_B008_f0048,C,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0048_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0048_B.npy,Vid-20260421-Wa0019,848,480,5,8
Vid-20260421-Wa0019_A005_B009_f0048,C,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0048_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B009_f0048_B.npy,Vid-20260421-Wa0019,848,480,5,9
Vid-20260421-Wa0019_A005_B006_f0052,C,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0052_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B006_f0052_B.npy,Vid-20260421-Wa0019,848,480,5,6
Vid-20260421-Wa0019_A005_B007_f0052,C,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0052_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B007_f0052_B.npy,Vid-20260421-Wa0019,848,480,5,7
Vid-20260421-Wa0019_A005_B008_f0052,C,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0052_A.npy,data\collab_cache\Vid-20260421-Wa0019_A005_B008_f0052_B.npy,Vid-20260421-Wa0019,848,480,5,8
Vid-20260421-Wa0019_A006_B007_f0000,C,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0000_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0000_B.npy,Vid-20260421-Wa0019,848,480,6,7
Vid-20260421-Wa0019_A006_B008_f0000,C,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0000_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0000_B.npy,Vid-20260421-Wa0019,848,480,6,8
Vid-20260421-Wa0019_A006_B007_f0004,C,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0004_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0004_B.npy,Vid-20260421-Wa0019,848,480,6,7
Vid-20260421-Wa0019_A006_B008_f0004,C,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0004_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0004_B.npy,Vid-20260421-Wa0019,848,480,6,8
Vid-20260421-Wa0019_A006_B007_f0008,C,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0008_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0008_B.npy,Vid-20260421-Wa0019,848,480,6,7
Vid-20260421-Wa0019_A006_B008_f0008,C,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0008_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0008_B.npy,Vid-20260421-Wa0019,848,480,6,8
Vid-20260421-Wa0019_A006_B007_f0012,C,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0012_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0012_B.npy,Vid-20260421-Wa0019,848,480,6,7
Vid-20260421-Wa0019_A006_B008_f0012,C,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0012_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0012_B.npy,Vid-20260421-Wa0019,848,480,6,8
Vid-20260421-Wa0019_A006_B009_f0012,C,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0012_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0012_B.npy,Vid-20260421-Wa0019,848,480,6,9
Vid-20260421-Wa0019_A006_B007_f0016,C,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0016_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0016_B.npy,Vid-20260421-Wa0019,848,480,6,7
Vid-20260421-Wa0019_A006_B008_f0016,C,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0016_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0016_B.npy,Vid-20260421-Wa0019,848,480,6,8
Vid-20260421-Wa0019_A006_B009_f0016,C,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0016_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0016_B.npy,Vid-20260421-Wa0019,848,480,6,9
Vid-20260421-Wa0019_A006_B007_f0020,C,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0020_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0020_B.npy,Vid-20260421-Wa0019,848,480,6,7
Vid-20260421-Wa0019_A006_B008_f0020,C,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0020_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0020_B.npy,Vid-20260421-Wa0019,848,480,6,8
Vid-20260421-Wa0019_A006_B009_f0020,C,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0020_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0020_B.npy,Vid-20260421-Wa0019,848,480,6,9
Vid-20260421-Wa0019_A006_B007_f0024,C,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0024_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0024_B.npy,Vid-20260421-Wa0019,848,480,6,7
Vid-20260421-Wa0019_A006_B008_f0024,C,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0024_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0024_B.npy,Vid-20260421-Wa0019,848,480,6,8
Vid-20260421-Wa0019_A006_B009_f0024,C,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0024_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0024_B.npy,Vid-20260421-Wa0019,848,480,6,9
Vid-20260421-Wa0019_A006_B007_f0028,C,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0028_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0028_B.npy,Vid-20260421-Wa0019,848,480,6,7
Vid-20260421-Wa0019_A006_B008_f0028,C,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0028_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0028_B.npy,Vid-20260421-Wa0019,848,480,6,8
Vid-20260421-Wa0019_A006_B009_f0028,C,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0028_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0028_B.npy,Vid-20260421-Wa0019,848,480,6,9
Vid-20260421-Wa0019_A006_B007_f0032,C,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0032_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0032_B.npy,Vid-20260421-Wa0019,848,480,6,7
Vid-20260421-Wa0019_A006_B008_f0032,C,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0032_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0032_B.npy,Vid-20260421-Wa0019,848,480,6,8
Vid-20260421-Wa0019_A006_B009_f0032,C,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0032_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0032_B.npy,Vid-20260421-Wa0019,848,480,6,9
Vid-20260421-Wa0019_A006_B007_f0036,C,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0036_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0036_B.npy,Vid-20260421-Wa0019,848,480,6,7
Vid-20260421-Wa0019_A006_B008_f0036,C,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0036_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0036_B.npy,Vid-20260421-Wa0019,848,480,6,8
Vid-20260421-Wa0019_A006_B009_f0036,C,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0036_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0036_B.npy,Vid-20260421-Wa0019,848,480,6,9
Vid-20260421-Wa0019_A006_B007_f0040,C,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0040_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0040_B.npy,Vid-20260421-Wa0019,848,480,6,7
Vid-20260421-Wa0019_A006_B008_f0040,C,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0040_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0040_B.npy,Vid-20260421-Wa0019,848,480,6,8
Vid-20260421-Wa0019_A006_B009_f0040,C,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0040_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0040_B.npy,Vid-20260421-Wa0019,848,480,6,9
Vid-20260421-Wa0019_A006_B007_f0044,C,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0044_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0044_B.npy,Vid-20260421-Wa0019,848,480,6,7
Vid-20260421-Wa0019_A006_B008_f0044,C,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0044_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0044_B.npy,Vid-20260421-Wa0019,848,480,6,8
Vid-20260421-Wa0019_A006_B009_f0044,C,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0044_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0044_B.npy,Vid-20260421-Wa0019,848,480,6,9
Vid-20260421-Wa0019_A006_B007_f0048,C,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0048_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0048_B.npy,Vid-20260421-Wa0019,848,480,6,7
Vid-20260421-Wa0019_A006_B008_f0048,C,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0048_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0048_B.npy,Vid-20260421-Wa0019,848,480,6,8
Vid-20260421-Wa0019_A006_B009_f0048,C,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0048_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B009_f0048_B.npy,Vid-20260421-Wa0019,848,480,6,9
Vid-20260421-Wa0019_A006_B007_f0052,C,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0052_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B007_f0052_B.npy,Vid-20260421-Wa0019,848,480,6,7
Vid-20260421-Wa0019_A006_B008_f0052,C,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0052_A.npy,data\collab_cache\Vid-20260421-Wa0019_A006_B008_f0052_B.npy,Vid-20260421-Wa0019,848,480,6,8
Vid-20260421-Wa0019_A007_B008_f0000,C,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0000_A.npy,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0000_B.npy,Vid-20260421-Wa0019,848,480,7,8
Vid-20260421-Wa0019_A007_B008_f0004,C,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0004_A.npy,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0004_B.npy,Vid-20260421-Wa0019,848,480,7,8
Vid-20260421-Wa0019_A007_B008_f0008,C,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0008_A.npy,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0008_B.npy,Vid-20260421-Wa0019,848,480,7,8
Vid-20260421-Wa0019_A007_B008_f0012,C,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0012_A.npy,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0012_B.npy,Vid-20260421-Wa0019,848,480,7,8
Vid-20260421-Wa0019_A007_B008_f0016,C,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0016_A.npy,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0016_B.npy,Vid-20260421-Wa0019,848,480,7,8
Vid-20260421-Wa0019_A007_B008_f0020,C,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0020_A.npy,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0020_B.npy,Vid-20260421-Wa0019,848,480,7,8
Vid-20260421-Wa0019_A007_B008_f0024,C,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0024_A.npy,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0024_B.npy,Vid-20260421-Wa0019,848,480,7,8
Vid-20260421-Wa0019_A007_B008_f0028,C,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0028_A.npy,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0028_B.npy,Vid-20260421-Wa0019,848,480,7,8
Vid-20260421-Wa0019_A007_B008_f0032,C,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0032_A.npy,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0032_B.npy,Vid-20260421-Wa0019,848,480,7,8
Vid-20260421-Wa0019_A007_B008_f0036,C,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0036_A.npy,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0036_B.npy,Vid-20260421-Wa0019,848,480,7,8
Vid-20260421-Wa0019_A007_B008_f0040,C,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0040_A.npy,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0040_B.npy,Vid-20260421-Wa0019,848,480,7,8
Vid-20260421-Wa0019_A007_B008_f0044,C,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0044_A.npy,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0044_B.npy,Vid-20260421-Wa0019,848,480,7,8
Vid-20260421-Wa0019_A007_B008_f0048,C,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0048_A.npy,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0048_B.npy,Vid-20260421-Wa0019,848,480,7,8
Vid-20260421-Wa0019_A007_B008_f0052,C,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0052_A.npy,data\collab_cache\Vid-20260421-Wa0019_A007_B008_f0052_B.npy,Vid-20260421-Wa0019,848,480,7,8
Vid-20260421-Wa0019_A008_B009_f0012,C,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0012_A.npy,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0012_B.npy,Vid-20260421-Wa0019,848,480,8,9
Vid-20260421-Wa0019_A008_B009_f0016,C,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0016_A.npy,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0016_B.npy,Vid-20260421-Wa0019,848,480,8,9
Vid-20260421-Wa0019_A008_B009_f0020,C,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0020_A.npy,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0020_B.npy,Vid-20260421-Wa0019,848,480,8,9
Vid-20260421-Wa0019_A008_B009_f0024,C,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0024_A.npy,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0024_B.npy,Vid-20260421-Wa0019,848,480,8,9
Vid-20260421-Wa0019_A008_B009_f0028,C,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0028_A.npy,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0028_B.npy,Vid-20260421-Wa0019,848,480,8,9
Vid-20260421-Wa0019_A008_B009_f0032,C,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0032_A.npy,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0032_B.npy,Vid-20260421-Wa0019,848,480,8,9
Vid-20260421-Wa0019_A008_B009_f0036,C,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0036_A.npy,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0036_B.npy,Vid-20260421-Wa0019,848,480,8,9
Vid-20260421-Wa0019_A008_B009_f0040,C,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0040_A.npy,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0040_B.npy,Vid-20260421-Wa0019,848,480,8,9
Vid-20260421-Wa0019_A008_B009_f0044,C,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0044_A.npy,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0044_B.npy,Vid-20260421-Wa0019,848,480,8,9
Vid-20260421-Wa0019_A008_B009_f0048,C,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0048_A.npy,data\collab_cache\Vid-20260421-Wa0019_A008_B009_f0048_B.npy,Vid-20260421-Wa0019,848,480,8,9
Vid-20260421-Wa0019_A009_B001_f0019,C,data\collab_cache\Vid-20260421-Wa0019_A009_B001_f0019_A.npy,data\collab_cache\Vid-20260421-Wa0019_A009_B001_f0019_B.npy,Vid-20260421-Wa0019,848,480,9,1
Vid-20260421-Wa0019_A009_B003_f0019,C,data\collab_cache\Vid-20260421-Wa0019_A009_B003_f0019_A.npy,data\collab_cache\Vid-20260421-Wa0019_A009_B003_f0019_B.npy,Vid-20260421-Wa0019,848,480,9,3
Vid-20260421-Wa0019_A009_B005_f0019,C,data\collab_cache\Vid-20260421-Wa0019_A009_B005_f0019_A.npy,data\collab_cache\Vid-20260421-Wa0019_A009_B005_f0019_B.npy,Vid-20260421-Wa0019,848,480,9,5
